,Unnamed: 0,identificativo,fondo,serie,collocazione,copia,collocazione_antica,recto,data,notaio,data_i,data_f,is_digitized,fondo_serie
1136,1136,FV SG Pergamene 6909,San Giorgio in Braida (ASVat FV 1),Pergamene,6909,Originale,n.d.,n.d.,1136 01 04,Trasmundus notarius,1136 01 04,,No,FV SG Pergamene
1137,1137,FV SG Pergamene 6910,San Giorgio in Braida (ASVat FV 1),Pergamene,6910,Originale,n.d.,n.d.,1136 02 11,Trasmundus notarius,1136 02 11,,No,FV SG Pergamene
1138,1138,FV SG Pergamene 6911,San Giorgio in Braida (ASVat FV 1),Pergamene,6911,Originale,n.d.,n.d.,1136 02 11,Trasmundus notarius,1136 02 11,,No,FV SG Pergamene
1139,1139,FV SG Pergamene 6912,San Giorgio in Braida (ASVat FV 1),Pergamene,6912,Originale,n.d.,n.d.,1136 02 11,Trasmundus notarius,1136 02 11,,No,FV SG Pergamene
1140,1140,FV SG Pergamene 6913,San Giorgio in Braida (ASVat FV 1),Pergamene,6913,Originale,n.d.,n.d.,1136 04 20,Iohannes notarius,1136 04 20,,No,FV SG Pergamene
1141,1141,FV SG Pergamene 6914,San Giorgio in Braida (ASVat FV 1),Pergamene,6914,Originale,n.d.,n.d.,1136 06 27,Bonifacius notarius,1136 06 27,,No,FV SG Pergamene
1142,1142,FV SG Pergamene 6915,San Giorgio in Braida (ASVat FV 1),Pergamene,6915,Originale,n.d.,n.d.,1136 10 22,Trasmundus notarius,1136 10 22,,No,FV SG Pergamene
1143,1143,FV SG Pergamene 6916,San Giorgio in Braida (ASVat FV 1),Pergamene,6916,Originale,n.d.,n.d.,1137 04 14,Trasmundus notarius,1137 04 14,,No,FV SG Pergamene
1144,1144,FV SG Pergamene 6917,San Giorgio in Braida (ASVat FV 1),Pergamene,6917,Originale,n.d.,n.d.,1137 04 14,Trasmundus notarius,1137 04 14,,No,FV SG Pergamene
1145,1145,FV SG Pergamene 6918,San Giorgio in Braida (ASVat FV 1),Pergamene,6918,Originale,n.d.,n.d.,1137 05 28,Enricus notarius,1137 05 28,,No,FV SG Pergamene
1146,1146,FV SG Pergamene 6919,San Giorgio in Braida (ASVat FV 1),Pergamene,6919,Originale,n.d.,n.d.,1137 09 01,Trasmundus notarius,1137 09 01,,No,FV SG Pergamene
1147,1147,FV SG Pergamene 6921,San Giorgio in Braida (ASVat FV 1),Pergamene,6921,Originale,n.d.,n.d.,1138 05 08,Trasmundus notarius,1138 05 08,,No,FV SG Pergamene
1148,1148,FV SG Pergamene 6923,San Giorgio in Braida (ASVat FV 1),Pergamene,6923,Originale,n.d.,n.d.,1139 05 12,Enricus notarius,1139 05 12,,No,FV SG Pergamene
1149,1149,FV SG Pergamene 6924,San Giorgio in Braida (ASVat FV 1),Pergamene,6924,Originale,n.d.,n.d.,1140 04 24,Trasmundus notarius,1140 04 24,,No,FV SG Pergamene
1150,1150,FV SG Pergamene 6925,San Giorgio in Braida (ASVat FV 1),Pergamene,6925,Originale,n.d.,n.d.,1141 08 03,Trasmundus notarius,1141 08 03,,No,FV SG Pergamene
1151,1151,FV SG Pergamene 6926,San Giorgio in Braida (ASVat FV 1),Pergamene,6926,Originale,n.d.,n.d.,1141 12 01,Bertramus notarius sacri palacii,1141 12 01,,No,FV SG Pergamene
1152,1152,FV SG Pergamene 6927,San Giorgio in Braida (ASVat FV 1),Pergamene,6927,Originale,n.d.,n.d.,1141 12 14,Martinus notarius,1141 12 14,,No,FV SG Pergamene
1153,1153,FV SG Pergamene 6928,San Giorgio in Braida (ASVat FV 1),Pergamene,6928,Originale,n.d.,n.d.,1142 02 08,Arnaldus notarius,1142 02 08,,No,FV SG Pergamene
1154,1154,FV SG Pergamene 6929,San Giorgio in Braida (ASVat FV 1),Pergamene,6929,Originale,n.d.,n.d.,1142 04 24,Martinus notarius,1142 04 24,,No,FV SG Pergamene
1155,1155,FV SG Pergamene 6930,San Giorgio in Braida (ASVat FV 1),Pergamene,6930,Originale,n.d.,n.d.,1140 06 30,Homodei notarius,1140 06 30,,No,FV SG Pergamene
1156,1156,FV SG Pergamene 6931,San Giorgio in Braida (ASVat FV 1),Pergamene,6931,Originale,n.d.,n.d.,1143 02 07,Bonus notarius,1143 02 07,,No,FV SG Pergamene
1157,1157,FV SG Pergamene 6932,San Giorgio in Braida (ASVat FV 1),Pergamene,6932,Originale,n.d.,n.d.,1143 01 24,Martinus notarius,1143 01 24,,No,FV SG Pergamene
1158,1158,FV SG Pergamene 6933,San Giorgio in Braida (ASVat FV 1),Pergamene,6933,Originale,n.d.,n.d.,1143 03 14,Dodo notarius,1143 03 14,,No,FV SG Pergamene
1159,1159,FV SG Pergamene 6934,San Giorgio in Braida (ASVat FV 1),Pergamene,6934,Originale,n.d.,n.d.,1143 03 14,Dodo notarius,1143 03 14,,No,FV SG Pergamene
1160,1160,FV SG Pergamene 6935,San Giorgio in Braida (ASVat FV 1),Pergamene,6935,Originale,n.d.,n.d.,1143 03 11,Trasmundus notarius,1143 03 11,,No,FV SG Pergamene
1161,1161,FV SG Pergamene 6936,San Giorgio in Braida (ASVat FV 1),Pergamene,6936,Originale,n.d.,n.d.,1143 03 11,Atto non convalidato,1143 03 11,,No,FV SG Pergamene
1162,1162,FV SG Pergamene 6937,San Giorgio in Braida (ASVat FV 1),Pergamene,6937,Originale,n.d.,n.d.,1143 05 09,Trasmundus notarius,1143 05 09,,No,FV SG Pergamene
1163,1163,FV SG Pergamene 6938,San Giorgio in Braida (ASVat FV 1),Pergamene,6938,Originale,n.d.,n.d.,1144 07 07,Ubertus notarius,1144 07 07,,No,FV SG Pergamene
1164,1164,FV SG Pergamene 6939,San Giorgio in Braida (ASVat FV 1),Pergamene,6939,Originale,n.d.,n.d.,1144 05 22,Albertus notarius,1144 05 22,,No,FV SG Pergamene
1165,1165,FV SG Pergamene 6940,San Giorgio in Braida (ASVat FV 1),Pergamene,6940,Originale,n.d.,n.d.,1144 05 16,Peregrinus notarius sacri palacii,1144 05 16,,No,FV SG Pergamene
1166,1166,FV SG Pergamene 6941,San Giorgio in Braida (ASVat FV 1),Pergamene,6941,Originale,n.d.,n.d.,1144 05 17,Peregrinus notarius sacri palacii,1144 05 17,,No,FV SG Pergamene
1167,1167,FV SG Pergamene 6942,San Giorgio in Braida (ASVat FV 1),Pergamene,6942,Originale,n.d.,n.d.,1144 05 21,Albertus notarius,1144 05 21,,No,FV SG Pergamene
1168,1168,FV SG Pergamene 6943,San Giorgio in Braida (ASVat FV 1),Pergamene,6943,Originale,n.d.,n.d.,1144 05 22,Albertus notarius,1144 05 22,,No,FV SG Pergamene
1169,1169,FV SG Pergamene 6944,San Giorgio in Braida (ASVat FV 1),Pergamene,6944,Originale,n.d.,n.d.,1144 07 23,Paltonarius notarius sacri palatii,1144 07 23,,No,FV SG Pergamene
1170,1170,FV SG Pergamene 6945,San Giorgio in Braida (ASVat FV 1),Pergamene,6945,Originale,n.d.,n.d.,1144 10 26,Enricus notarius,1144 10 26,,No,FV SG Pergamene
1171,1171,FV SG Pergamene 6946,San Giorgio in Braida (ASVat FV 1),Pergamene,6946,Originale,n.d.,n.d.,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,No,FV SG Pergamene
1172,1172,FV SG Pergamene 6948,San Giorgio in Braida (ASVat FV 1),Pergamene,6948,Originale,n.d.,n.d.,1145 09 03,Bertramus notarius sacri palatii,1145 09 03,,No,FV SG Pergamene
1173,1173,FV SG Pergamene 6949,San Giorgio in Braida (ASVat FV 1),Pergamene,6949,Originale,n.d.,n.d.,1101 00 00-1200 00 00,Documento papale,1101 00 00,1200 00 00,No,FV SG Pergamene
1174,1174,FV SG Pergamene 6950,San Giorgio in Braida (ASVat FV 1),Pergamene,6950,Originale,n.d.,n.d.,1101 00 00-1200 00 00,Documento papale,1101 00 00,1200 00 00,No,FV SG Pergamene
1175,1175,FV SG Pergamene 6951,San Giorgio in Braida (ASVat FV 1),Pergamene,6951,Originale,n.d.,n.d.,1146 06 09,Oddo notarius,1146 06 09,,No,FV SG Pergamene
1176,1176,FV SG Pergamene 6952,San Giorgio in Braida (ASVat FV 1),Pergamene,6952,Originale,n.d.,n.d.,1166 00 00,Conradus notarius sacri palacii,1166 00 00,,No,FV SG Pergamene
1177,1177,FV SG Pergamene 6953,San Giorgio in Braida (ASVat FV 1),Pergamene,6953,Originale,n.d.,n.d.,1146 06 26,Oddo notarius,1146 06 26,,No,FV SG Pergamene
1178,1178,FV SG Pergamene 6954,San Giorgio in Braida (ASVat FV 1),Pergamene,6954,Originale,n.d.,n.d.,1166 10 10,Adam qui Hometus vocor notarius sacri palacii,1166 10 10,,No,FV SG Pergamene
1179,1179,FV SG Pergamene 6955,San Giorgio in Braida (ASVat FV 1),Pergamene,6955,Originale,n.d.,n.d.,1147 06 15,Dodo notarius,1147 06 15,,No,FV SG Pergamene
1180,1180,FV SG Pergamene 6956,San Giorgio in Braida (ASVat FV 1),Pergamene,6956,"Dalesmanus notarius sacri palacii, copia XII secolo",n.d.,n.d.,1147 10 00,Henricus notarius,1147 10 00,,No,FV SG Pergamene
1181,1181,FV SG Pergamene 6957,San Giorgio in Braida (ASVat FV 1),Pergamene,6957,Originale,n.d.,n.d.,1158 03 09,Ubertus notarius,1158 03 09,,No,FV SG Pergamene
1182,1182,FV SG Pergamene 6958,San Giorgio in Braida (ASVat FV 1),Pergamene,6958,Originale,n.d.,n.d.,1148 04 06,Bertramus notarius sacri palatii,1148 04 06,,No,FV SG Pergamene
1183,1183,FV SG Pergamene 6959,San Giorgio in Braida (ASVat FV 1),Pergamene,6959,Originale,n.d.,n.d.,1148 04 06,Bertramus notarius sacri palatii,1148 04 06,,No,FV SG Pergamene
1184,1184,FV SG Pergamene 6960,San Giorgio in Braida (ASVat FV 1),Pergamene,6960,Originale,n.d.,n.d.,1148 10 24,Oddo notarius,1148 10 24,,No,FV SG Pergamene
1185,1185,FV SG Pergamene 6961,San Giorgio in Braida (ASVat FV 1),Pergamene,6961,Originale,n.d.,n.d.,1148 11 01,Bertramus notarius sacri palatii,1148 11 01,,No,FV SG Pergamene
1186,1186,FV SG Pergamene 6962,San Giorgio in Braida (ASVat FV 1),Pergamene,6962,Originale,n.d.,n.d.,1148 11 23,Oddo notarius,1148 11 23,,No,FV SG Pergamene
1187,1187,FV SG Pergamene 6963,San Giorgio in Braida (ASVat FV 1),Pergamene,6963,Originale,n.d.,n.d.,1148 11 23,Bertramus notarius sacri palatii,1148 11 23,,No,FV SG Pergamene
1188,1188,FV SG Pergamene 6964,San Giorgio in Braida (ASVat FV 1),Pergamene,6964,Originale,n.d.,n.d.,1149 01 01,Oddo notarius,1149 01 01,,No,FV SG Pergamene
1189,1189,FV SG Pergamene 6965,San Giorgio in Braida (ASVat FV 1),Pergamene,6965,Originale,n.d.,n.d.,1149 02 09,Oddo notarius,1149 02 09,,No,FV SG Pergamene
1190,1190,FV SG Pergamene 6966,San Giorgio in Braida (ASVat FV 1),Pergamene,6966,Originale,n.d.,n.d.,1169 03 25,Conradus notarius sacri palacii,1169 03 25,,No,FV SG Pergamene
1191,1191,FV SG Pergamene 6967,San Giorgio in Braida (ASVat FV 1),Pergamene,6967,Originale,n.d.,n.d.,1149 05 15,Bertramus notarius sacri palatii,1149 05 15,,No,FV SG Pergamene
1192,1192,FV SG Pergamene 6968,San Giorgio in Braida (ASVat FV 1),Pergamene,6968,Originale,n.d.,n.d.,1149 08 14,Bertramus notarius sacri palatii,1149 08 14,,No,FV SG Pergamene
1193,1193,FV SG Pergamene 6969,San Giorgio in Braida (ASVat FV 1),Pergamene,6969,Originale,n.d.,n.d.,1149 10 02,Iohannes notarius qui Baraterius vocor,1149 10 02,,No,FV SG Pergamene
1194,1194,FV SG Pergamene 6971,San Giorgio in Braida (ASVat FV 1),Pergamene,6971,Originale,n.d.,n.d.,1150 07 28,Bertramus notarius sacri palatii,1150 07 28,,No,FV SG Pergamene
1195,1195,FV SG Pergamene 6972,San Giorgio in Braida (ASVat FV 1),Pergamene,6972,Originale,n.d.,n.d.,1150 12 22,Oddo notarius,1150 12 22,,No,FV SG Pergamene
1196,1196,FV SG Pergamene 6973,San Giorgio in Braida (ASVat FV 1),Pergamene,6973,Originale,n.d.,n.d.,1151 12 28,Oddo notarius,1151 12 28,,No,FV SG Pergamene
1197,1197,FV SG Pergamene 6974,San Giorgio in Braida (ASVat FV 1),Pergamene,6974,Originale,n.d.,n.d.,1151 02 04,Bertramus notarius sacri palatii,1151 02 04,,No,FV SG Pergamene
1198,1198,FV SG Pergamene 6975,San Giorgio in Braida (ASVat FV 1),Pergamene,6975,Originale,n.d.,n.d.,1151 02 04,Bertramus notarius sacri palatii,1151 02 04,,No,FV SG Pergamene
1199,1199,FV SG Pergamene 6976,San Giorgio in Braida (ASVat FV 1),Pergamene,6976,Originale,n.d.,n.d.,1151 03 22,Oddo notarius,1151 03 22,,No,FV SG Pergamene
1200,1200,FV SG Pergamene 6977,San Giorgio in Braida (ASVat FV 1),Pergamene,6977,Originale,n.d.,n.d.,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,No,FV SG Pergamene
1201,1201,FV SG Pergamene 6978,San Giorgio in Braida (ASVat FV 1),Pergamene,6978,Originale,n.d.,n.d.,1151 04 02,Oddo notarius,1151 04 02,,No,FV SG Pergamene
1202,1202,FV SG Pergamene 6979,San Giorgio in Braida (ASVat FV 1),Pergamene,6979,Originale,n.d.,n.d.,1151 04 22,Dodo notarius,1151 04 22,,No,FV SG Pergamene
1203,1203,FV SG Pergamene 6980,San Giorgio in Braida (ASVat FV 1),Pergamene,6980,Originale,n.d.,n.d.,1151 09 11,Vitalis notarius sacri palacii,1151 09 11,,No,FV SG Pergamene
1204,1204,FV SG Pergamene 6981,San Giorgio in Braida (ASVat FV 1),Pergamene,6981,Originale,n.d.,n.d.,1151 09 20,Iohannes notarius qui Baraterius vocor,1151 09 20,,No,FV SG Pergamene
1205,1205,FV SG Pergamene 6982,San Giorgio in Braida (ASVat FV 1),Pergamene,6982,Originale,n.d.,n.d.,1152 03 09,Oddo notarius,1152 03 09,,No,FV SG Pergamene
1206,1206,FV SG Pergamene 6983,San Giorgio in Braida (ASVat FV 1),Pergamene,6983,Originale,n.d.,n.d.,1152 04 15,Oddo notarius,1152 04 15,,No,FV SG Pergamene
1207,1207,FV SG Pergamene 6984,San Giorgio in Braida (ASVat FV 1),Pergamene,6984,Originale,n.d.,n.d.,1152 07 26,Oddo notarius,1152 07 26,,No,FV SG Pergamene
1208,1208,FV SG Pergamene 6985,San Giorgio in Braida (ASVat FV 1),Pergamene,6985,Originale,n.d.,n.d.,1152 12 30,Oddo notarius,1152 12 30,,No,FV SG Pergamene
1209,1209,FV SG Pergamene 6986,San Giorgio in Braida (ASVat FV 1),Pergamene,6986,Originale,n.d.,n.d.,1153 01 11,Ubertus notarius,1153 01 11,,No,FV SG Pergamene
1210,1210,FV SG Pergamene 6987,San Giorgio in Braida (ASVat FV 1),Pergamene,6987,Originale,n.d.,n.d.,1153 01 25,Oddo notarius,1153 01 25,,No,FV SG Pergamene
1211,1211,FV SG Pergamene 6988,San Giorgio in Braida (ASVat FV 1),Pergamene,6988,Originale,n.d.,n.d.,1153 02 28,Bertramus notarius sacri palatii,1153 02 28,,No,FV SG Pergamene
1212,1212,FV SG Pergamene 6989,San Giorgio in Braida (ASVat FV 1),Pergamene,6989,Originale,n.d.,n.d.,1153 04 22,Oddo notarius,1153 04 22,,No,FV SG Pergamene
1213,1213,FV SG Pergamene 6990,San Giorgio in Braida (ASVat FV 1),Pergamene,6990,Originale,n.d.,n.d.,1153 05 26,Bertramus notarius sacri palatii,1153 05 26,,No,FV SG Pergamene
1214,1214,FV SG Pergamene 6991,San Giorgio in Braida (ASVat FV 1),Pergamene,6991,Originale,n.d.,n.d.,1153 08 07,Atto non convalidato,1153 08 07,,No,FV SG Pergamene
1215,1215,FV SG Pergamene 6992,San Giorgio in Braida (ASVat FV 1),Pergamene,6992,"Avancius filius domini Muxii de Summacampanea notarius, copia XIII secolo",n.d.,n.d.,1154 02 27,Aicardus notarius,1154 02 27,,No,FV SG Pergamene
1216,1216,FV SG Pergamene 6993,San Giorgio in Braida (ASVat FV 1),Pergamene,6993,"Albertus domini imperatoris notarius, copia XII secolo",n.d.,n.d.,1154 02 27,Aicardus notarius,1154 02 27,,No,FV SG Pergamene
1217,1217,FV SG Pergamene 6994,San Giorgio in Braida (ASVat FV 1),Pergamene,6994,"Albertus domini imperatoris notarius, copia XII secolo",n.d.,n.d.,1154 04 10,Dodo notarius,1154 04 10,,No,FV SG Pergamene
1218,1218,FV SG Pergamene 6995,San Giorgio in Braida (ASVat FV 1),Pergamene,6995,Originale,n.d.,n.d.,1154 04 14,Dodo notarius,1154 04 14,,No,FV SG Pergamene
1219,1219,FV SG Pergamene 6996,San Giorgio in Braida (ASVat FV 1),Pergamene,6996,Originale,n.d.,n.d.,1154 04 20,Bertramus notarius sacri palatii,1154 04 20,,No,FV SG Pergamene
1220,1220,FV SG Pergamene 6997,San Giorgio in Braida (ASVat FV 1),Pergamene,6997,Originale,n.d.,n.d.,1154 04 25,Oddo notarius,1154 04 25,,No,FV SG Pergamene
1221,1221,FV SG Pergamene 6998,San Giorgio in Braida (ASVat FV 1),Pergamene,6998,Originale,n.d.,n.d.,1154 05 24,Bertramus notarius sacri palatii,1154 05 24,,No,FV SG Pergamene
1222,1222,FV SG Pergamene 6999,San Giorgio in Braida (ASVat FV 1),Pergamene,6999,Originale,n.d.,n.d.,1155 01 19,Gandulfus Rufus notarius,1155 01 19,,No,FV SG Pergamene
1223,1223,FV SG Pergamene 7000,San Giorgio in Braida (ASVat FV 1),Pergamene,7000,Originale,n.d.,n.d.,1155 02 27,Oddo notarius,1155 02 27,,No,FV SG Pergamene
1224,1224,FV SG Pergamene 7001,San Giorgio in Braida (ASVat FV 1),Pergamene,7001,Originale,n.d.,n.d.,1155 05 15,Diploma imperiale,1155 05 15,,No,FV SG Pergamene
1225,1225,FV SG Pergamene 7002,San Giorgio in Braida (ASVat FV 1),Pergamene,7002,Originale,n.d.,n.d.,1155 08 15,Oddo notarius,1155 08 15,,No,FV SG Pergamene
1226,1226,FV SG Pergamene 7003,San Giorgio in Braida (ASVat FV 1),Pergamene,7003,"Ardericus imperatori Federici notarius, copia di XII secolo",n.d.,n.d.,1155 11 30,Conradus notarius sacri palacii,1155 11 30,,No,FV SG Pergamene
1227,1227,FV SG Pergamene 7004,San Giorgio in Braida (ASVat FV 1),Pergamene,7004,Originale,n.d.,n.d.,1156 01 19,Oddo notarius,1156 01 19,,No,FV SG Pergamene
1228,1228,FV SG Pergamene 7005,San Giorgio in Braida (ASVat FV 1),Pergamene,7005,Originale,n.d.,n.d.,1156 01 19,Iohannes notarius qui Baraterius vocor,1156 01 19,,No,FV SG Pergamene
1229,1229,FV SG Pergamene 7006,San Giorgio in Braida (ASVat FV 1),Pergamene,7006,Originale,n.d.,n.d.,1156 03 19,Oddo notarius,1156 03 19,,No,FV SG Pergamene
1230,1230,FV SG Pergamene 7007,San Giorgio in Braida (ASVat FV 1),Pergamene,7007,Originale,n.d.,n.d.,1156 03 19,Oddo notarius,1156 03 19,,No,FV SG Pergamene
1231,1231,FV SG Pergamene 7008,San Giorgio in Braida (ASVat FV 1),Pergamene,7008,Originale,n.d.,n.d.,1156 04 18,Oddo notarius,1156 04 18,,No,FV SG Pergamene
1232,1232,FV SG Pergamene 7009,San Giorgio in Braida (ASVat FV 1),Pergamene,7009,Originale,n.d.,n.d.,1156 07 01,Iohannes notarius qui Baraterius vocor,1156 07 01,,No,FV SG Pergamene
1233,1233,FV SG Pergamene 7010,San Giorgio in Braida (ASVat FV 1),Pergamene,7010,Copia XII secolo non autenticata.,n.d.,n.d.,1199 12 14,Enricus,1199 12 14,,No,FV SG Pergamene
1234,1234,FV SG Pergamene 7011,San Giorgio in Braida (ASVat FV 1),Pergamene,7011,Originale,n.d.,n.d.,1157 02 05,Bertramus notarius sacri palatii,1157 02 05,,No,FV SG Pergamene
1235,1235,FV SG Pergamene 7012,San Giorgio in Braida (ASVat FV 1),Pergamene,7012,Originale,n.d.,n.d.,1157 02 13,Girardus notarius sacri palatii,1157 02 13,,No,FV SG Pergamene
1236,1236,FV SG Pergamene 7013,San Giorgio in Braida (ASVat FV 1),Pergamene,7013,Originale,n.d.,n.d.,1157 03 18,Oddo notarius,1157 03 18,,No,FV SG Pergamene
1237,1237,FV SG Pergamene 7014,San Giorgio in Braida (ASVat FV 1),Pergamene,7014,Originale,n.d.,n.d.,1157 08 23,Iohannes notarius qui Baraterius vocor,1157 08 23,,No,FV SG Pergamene
1238,1238,FV SG Pergamene 7016,San Giorgio in Braida (ASVat FV 1),Pergamene,7016,Originale,n.d.,n.d.,1157 11 09,Oddo notarius,1157 11 09,,No,FV SG Pergamene
1239,1239,FV SG Pergamene 7017,San Giorgio in Braida (ASVat FV 1),Pergamene,7017,Originale,n.d.,n.d.,1157 11 16,Oddo notarius,1157 11 16,,No,FV SG Pergamene
1240,1240,FV SG Pergamene 7018,San Giorgio in Braida (ASVat FV 1),Pergamene,7018,Originale,n.d.,n.d.,1158 05 09,Ubertus notarius,1158 05 09,,No,FV SG Pergamene
1241,1241,FV SG Pergamene 7019,San Giorgio in Braida (ASVat FV 1),Pergamene,7019,Originale,n.d.,n.d.,1158 05 13,Oddo notarius,1158 05 13,,No,FV SG Pergamene
1242,1242,FV SG Pergamene 7020,San Giorgio in Braida (ASVat FV 1),Pergamene,7020,Originale,n.d.,n.d.,1158 05 21,Ubertus notarius,1158 05 21,,No,FV SG Pergamene
1243,1243,FV SG Pergamene 7021,San Giorgio in Braida (ASVat FV 1),Pergamene,7021,Originale,n.d.,n.d.,1158 05 21,Ubertus notarius,1158 05 21,,No,FV SG Pergamene
1244,1244,FV SG Pergamene 7022,San Giorgio in Braida (ASVat FV 1),Pergamene,7022,Originale,n.d.,n.d.,1158 11 27,Oddo notarius,1158 11 27,,No,FV SG Pergamene
1245,1245,FV SG Pergamene 7023,San Giorgio in Braida (ASVat FV 1),Pergamene,7023,Originale,n.d.,n.d.,1158 11 27,Oddo notarius,1158 11 27,,No,FV SG Pergamene
1246,1246,FV SG Pergamene 7024,San Giorgio in Braida (ASVat FV 1),Pergamene,7024,Originale,n.d.,n.d.,1159 02 02,Iohannes notarius qui Baraterius vocor,1159 02 02,,No,FV SG Pergamene
1247,1247,FV SG Pergamene 7025,San Giorgio in Braida (ASVat FV 1),Pergamene,7025,Originale,n.d.,n.d.,1159 04 14,Adam domini Frederici imperatoris notarius,1159 04 14,,No,FV SG Pergamene
1248,1248,FV SG Pergamene 7026,San Giorgio in Braida (ASVat FV 1),Pergamene,7026,Originale,n.d.,n.d.,1159 05 09,Vitalis notarius sacri palacii,1159 05 09,,No,FV SG Pergamene
1249,1249,FV SG Pergamene 7027,San Giorgio in Braida (ASVat FV 1),Pergamene,7027,Originale,n.d.,n.d.,1159 07 22,Conradus sacri palacii notarius,1159 07 22,,No,FV SG Pergamene
1250,1250,FV SG Pergamene 7028,San Giorgio in Braida (ASVat FV 1),Pergamene,7028,Originale,n.d.,n.d.,1159 08 30,Riprandus notarius domini Federici imperatoris,1159 08 30,,No,FV SG Pergamene
1251,1251,FV SG Pergamene 7029,San Giorgio in Braida (ASVat FV 1),Pergamene,7029,Originale,n.d.,n.d.,1159 08 30,Riprandus notarius domini Federici imperatoris,1159 08 30,,No,FV SG Pergamene
1252,1252,FV SG Pergamene 7030,San Giorgio in Braida (ASVat FV 1),Pergamene,7030,Originale,n.d.,n.d.,1159 10 01,Fatolinus notarius domini Welfonis ducis,1159 10 01,,No,FV SG Pergamene
1253,1253,FV SG Pergamene 7031,San Giorgio in Braida (ASVat FV 1),Pergamene,7031,Originale,n.d.,n.d.,1159 10 26,Oto notarius sacri palacii,1159 10 26,,No,FV SG Pergamene
1254,1254,FV SG Pergamene 7032,San Giorgio in Braida (ASVat FV 1),Pergamene,7032,Originale,n.d.,n.d.,1159 10 26,Oto notarius sacri palacii,1159 10 26,,No,FV SG Pergamene
1255,1255,FV SG Pergamene 7033,San Giorgio in Braida (ASVat FV 1),Pergamene,7033,Originale,n.d.,n.d.,1159 11 27,Mazolus sacri palacii notarius,1159 11 27,,No,FV SG Pergamene
1256,1256,FV SG Pergamene 7034,San Giorgio in Braida (ASVat FV 1),Pergamene,7034,Originale,n.d.,n.d.,1159 12 13,Gabuardus sacri palacii notarius,1159 12 13,,No,FV SG Pergamene
1257,1257,FV SG Pergamene 7035,San Giorgio in Braida (ASVat FV 1),Pergamene,7035,Originale,n.d.,n.d.,1160 04 25,Bertramus notarius sacri palatii,1160 04 25,,No,FV SG Pergamene
1258,1258,FV SG Pergamene 7036,San Giorgio in Braida (ASVat FV 1),Pergamene,7036,Originale,n.d.,n.d.,1160 03 14,Girardus notarius sacri palatii,1160 03 14,,No,FV SG Pergamene
1259,1259,FV SG Pergamene 7037,San Giorgio in Braida (ASVat FV 1),Pergamene,7037,Originale,n.d.,n.d.,1160 04 19,Fatolinus notarius domini Welfonis ducis,1160 04 19,,No,FV SG Pergamene
1260,1260,FV SG Pergamene 7038,San Giorgio in Braida (ASVat FV 1),Pergamene,7038,Originale,n.d.,n.d.,1160 04 28,Marsilius sacri palacii notarius,1160 04 28,,No,FV SG Pergamene
1261,1261,FV SG Pergamene 7039,San Giorgio in Braida (ASVat FV 1),Pergamene,7039,Originale,n.d.,n.d.,1160 04 28,Marsilius sacri palacii notarius,1160 04 28,,No,FV SG Pergamene
1262,1262,FV SG Pergamene 7040,San Giorgio in Braida (ASVat FV 1),Pergamene,7040,Originale,n.d.,n.d.,1160 05 30,Documento papale,1160 05 30,,No,FV SG Pergamene
1263,1263,FV SG Pergamene 7041,San Giorgio in Braida (ASVat FV 1),Pergamene,7041,Originale,n.d.,n.d.,1160 01 06,Bertramus notarius sacri palatii,1160 01 06,,No,FV SG Pergamene
1264,1264,FV SG Pergamene 7042,San Giorgio in Braida (ASVat FV 1),Pergamene,7042,Originale,n.d.,n.d.,1160 07 27,Ardericus imperatoris Federici notarius,1160 07 27,,No,FV SG Pergamene
1265,1265,FV SG Pergamene 7043,San Giorgio in Braida (ASVat FV 1),Pergamene,7043,Originale,n.d.,n.d.,1169 08 31,Amizo sacri palatii notarius,1169 08 31,,No,FV SG Pergamene
